raw_group_index,source_sample_count,source_sample_ids_file,max_residue_count,source_datasets,source_statuses
4285,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004285_source_ids.txt,222,PDBbind2020,accepted
4286,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004286_source_ids.txt,222,PDBbind2020;scPDB,accepted
4287,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004287_source_ids.txt,222,PDBbind2020;scPDB,accepted
4288,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004288_source_ids.txt,222,PDBbind2020,accepted_dominant_chain
4289,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004289_source_ids.txt,221,scPDB,accepted
4290,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004290_source_ids.txt,220,PDBbind2020,accepted_dominant_chain
4291,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004291_source_ids.txt,220,scPDB,accepted_dominant_chain
4292,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004292_source_ids.txt,219,PDBbind2020;scPDB,accepted
4293,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004293_source_ids.txt,219,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4294,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004294_source_ids.txt,219,PDBbind2020;scPDB,accepted
4295,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004295_source_ids.txt,219,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4296,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004296_source_ids.txt,219,PDBbind2020,accepted_dominant_chain
4297,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004297_source_ids.txt,219,PDBbind2020,accepted_dominant_chain
4298,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004298_source_ids.txt,219,scPDB,accepted
4299,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004299_source_ids.txt,219,scPDB,accepted
4300,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004300_source_ids.txt,218,PDBbind2020;scPDB,accepted
4301,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004301_source_ids.txt,218,scPDB,accepted
4302,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004302_source_ids.txt,218,scPDB,accepted_dominant_chain
4303,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004303_source_ids.txt,217,PDBbind2020,accepted
4304,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004304_source_ids.txt,217,PDBbind2020;scPDB,accepted_dominant_chain
4305,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004305_source_ids.txt,217,PDBbind2020,accepted
4306,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004306_source_ids.txt,217,PDBbind2020,accepted
4307,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004307_source_ids.txt,217,PDBbind2020,accepted
4308,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004308_source_ids.txt,217,PDBbind2020,accepted;accepted_dominant_chain
4309,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004309_source_ids.txt,217,scPDB,accepted;accepted_dominant_chain
4310,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004310_source_ids.txt,217,scPDB,accepted
4311,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004311_source_ids.txt,217,scPDB,accepted
4312,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004312_source_ids.txt,215,PDBbind2020,accepted
4313,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004313_source_ids.txt,214,PDBbind2020;scPDB,accepted
4314,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004314_source_ids.txt,214,PDBbind2020,accepted
4315,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004315_source_ids.txt,214,PDBbind2020,accepted
4316,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004316_source_ids.txt,214,PDBbind2020;scPDB,accepted
4317,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004317_source_ids.txt,214,scPDB,accepted_dominant_chain
4318,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004318_source_ids.txt,214,scPDB,accepted
4319,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004319_source_ids.txt,214,scPDB,accepted
4320,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004320_source_ids.txt,213,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4321,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004321_source_ids.txt,213,PDBbind2020;scPDB,accepted_dominant_chain
4322,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004322_source_ids.txt,213,scPDB,accepted_dominant_chain
4323,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004323_source_ids.txt,212,PDBbind2020,accepted
4324,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004324_source_ids.txt,212,PDBbind2020;scPDB,accepted
4325,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004325_source_ids.txt,212,PDBbind2020,accepted
4326,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004326_source_ids.txt,212,PDBbind2020;scPDB,accepted
4327,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004327_source_ids.txt,212,scPDB,accepted;accepted_dominant_chain
4328,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004328_source_ids.txt,211,PDBbind2020,accepted
4329,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004329_source_ids.txt,211,scPDB,accepted
4330,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004330_source_ids.txt,211,scPDB,accepted;accepted_dominant_chain
4331,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004331_source_ids.txt,210,PDBbind2020,accepted
4332,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004332_source_ids.txt,210,PDBbind2020,accepted_dominant_chain
4333,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004333_source_ids.txt,210,scPDB,accepted_dominant_chain
4334,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004334_source_ids.txt,209,PDBbind2020;scPDB,accepted_dominant_chain
4335,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004335_source_ids.txt,209,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
4336,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004336_source_ids.txt,209,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4337,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004337_source_ids.txt,209,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4338,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004338_source_ids.txt,209,PDBbind2020,accepted
4339,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004339_source_ids.txt,209,scPDB,accepted_dominant_chain
4340,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004340_source_ids.txt,209,scPDB,accepted_dominant_chain
4341,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004341_source_ids.txt,208,PDBbind2020;scPDB,accepted_dominant_chain
4342,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004342_source_ids.txt,208,PDBbind2020;scPDB,accepted
4343,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004343_source_ids.txt,208,PDBbind2020;scPDB,accepted
4344,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004344_source_ids.txt,207,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4345,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004345_source_ids.txt,207,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4346,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004346_source_ids.txt,207,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4347,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004347_source_ids.txt,207,PDBbind2020;scPDB,accepted
4348,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004348_source_ids.txt,207,PDBbind2020,accepted
4349,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004349_source_ids.txt,207,scPDB,accepted
4350,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004350_source_ids.txt,207,scPDB,accepted
4351,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004351_source_ids.txt,206,scPDB,accepted
4352,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004352_source_ids.txt,205,PDBbind2020,accepted_dominant_chain
4353,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004353_source_ids.txt,205,scPDB,accepted
4354,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004354_source_ids.txt,204,PDBbind2020,accepted
4355,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004355_source_ids.txt,204,PDBbind2020,accepted_dominant_chain
4356,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004356_source_ids.txt,204,PDBbind2020,accepted;accepted_dominant_chain
4357,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004357_source_ids.txt,204,PDBbind2020;scPDB,accepted
4358,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004358_source_ids.txt,204,scPDB,accepted
4359,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004359_source_ids.txt,204,scPDB,accepted
4360,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004360_source_ids.txt,203,PDBbind2020,accepted
4361,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004361_source_ids.txt,203,scPDB,accepted
4362,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004362_source_ids.txt,203,scPDB,accepted;accepted_dominant_chain
4363,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004363_source_ids.txt,202,PDBbind2020,accepted
4364,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004364_source_ids.txt,202,PDBbind2020,accepted_pseudo_chainA
4365,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004365_source_ids.txt,202,PDBbind2020;scPDB,accepted_pseudo_chainA
4366,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004366_source_ids.txt,202,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
4367,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004367_source_ids.txt,202,PDBbind2020,accepted
4368,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004368_source_ids.txt,202,PDBbind2020,accepted
4369,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004369_source_ids.txt,202,PDBbind2020,accepted
4370,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004370_source_ids.txt,202,scPDB,accepted
4371,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004371_source_ids.txt,201,PDBbind2020,accepted
4372,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004372_source_ids.txt,201,PDBbind2020,accepted
4373,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004373_source_ids.txt,201,PDBbind2020,accepted
4374,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004374_source_ids.txt,201,PDBbind2020,accepted
4375,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004375_source_ids.txt,201,scPDB,accepted_dominant_chain
4376,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004376_source_ids.txt,200,PDBbind2020;scPDB,accepted
4377,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004377_source_ids.txt,200,PDBbind2020,accepted
4378,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004378_source_ids.txt,199,PDBbind2020;scPDB,accepted_dominant_chain
4379,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004379_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4380,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004380_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4381,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004381_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4382,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004382_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4383,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004383_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4384,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004384_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4385,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004385_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4386,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004386_source_ids.txt,198,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
4387,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004387_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4388,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004388_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4389,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004389_source_ids.txt,198,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
4390,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004390_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4391,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004391_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4392,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004392_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4393,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004393_source_ids.txt,198,PDBbind2020,accepted
4394,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004394_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4395,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004395_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4396,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004396_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4397,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004397_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4398,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004398_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4399,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004399_source_ids.txt,198,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4400,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004400_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4401,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004401_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4402,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004402_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4403,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004403_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4404,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004404_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4405,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004405_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4406,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004406_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4407,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004407_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4408,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004408_source_ids.txt,198,PDBbind2020,accepted;accepted_dominant_chain
4409,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004409_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4410,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004410_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4411,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004411_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4412,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004412_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4413,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004413_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4414,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004414_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4415,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004415_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
4416,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004416_source_ids.txt,198,PDBbind2020,accepted_dominant_chain
4417,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004417_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4418,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004418_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4419,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004419_source_ids.txt,198,scPDB,accepted
4420,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004420_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4421,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004421_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4422,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004422_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4423,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004423_source_ids.txt,198,scPDB,accepted_pseudo_chainA
4424,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004424_source_ids.txt,197,PDBbind2020;scPDB,accepted
4425,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004425_source_ids.txt,197,PDBbind2020;scPDB,accepted
4426,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004426_source_ids.txt,196,PDBbind2020;scPDB,accepted_pseudo_chainA
4427,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004427_source_ids.txt,196,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
4428,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004428_source_ids.txt,196,PDBbind2020;scPDB,accepted_pseudo_chainA
4429,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004429_source_ids.txt,196,PDBbind2020;scPDB,accepted_pseudo_chainA
4430,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004430_source_ids.txt,196,PDBbind2020;scPDB,accepted
4431,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004431_source_ids.txt,196,PDBbind2020,accepted
4432,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004432_source_ids.txt,195,PDBbind2020;scPDB,accepted
4433,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004433_source_ids.txt,193,PDBbind2020,accepted
4434,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004434_source_ids.txt,192,PDBbind2020,accepted
4435,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004435_source_ids.txt,192,PDBbind2020,accepted_dominant_chain;accepted_pseudo_chainA
4436,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004436_source_ids.txt,191,PDBbind2020;scPDB,accepted
4437,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004437_source_ids.txt,191,PDBbind2020;scPDB,accepted;accepted_dominant_chain
